ID,damage_grade,Usage
75288,4.0,Private
285976,1.0,Public
10104,3.0,Private
197845,5.0,Public
178243,5.0,Public
317284,3.0,Private
8886,4.0,Private
287051,4.0,Public
375428,2.0,Private
181002,5.0,Public
326932,5.0,Private
31012,4.0,Private
200686,5.0,Private
357730,3.0,Private
239920,1.0,Public
103155,1.0,Private
147602,1.0,Private
262410,4.0,Public
204936,5.0,Private
311422,5.0,Private
297067,2.0,Private
211440,4.0,Public
356047,5.0,Private
290028,1.0,Public
234641,5.0,Public
209450,2.0,Public
250812,5.0,Private
234630,4.0,Private
13376,5.0,Private
294864,3.0,Private
213679,5.0,Private
68717,1.0,Private
239472,5.0,Private
28818,3.0,Private
312501,3.0,Private
250098,4.0,Private
192704,5.0,Private
23266,4.0,Public
41642,4.0,Private
271848,4.0,Private
381736,4.0,Public
54552,5.0,Private
352679,1.0,Public
238250,5.0,Private
60921,5.0,Private
348129,5.0,Private
236224,2.0,Public
279793,3.0,Public
1316,4.0,Private
18582,5.0,Private
239756,4.0,Public
120198,4.0,Private
309072,4.0,Private
224760,4.0,Private
18154,3.0,Private
356749,4.0,Private
215326,3.0,Public
14715,4.0,Private
81935,5.0,Private
313903,5.0,Public
308081,1.0,Private
79918,2.0,Private
366365,2.0,Private
275603,3.0,Private
218295,2.0,Private
59095,4.0,Private
339385,4.0,Private
326500,2.0,Public
169816,5.0,Private
340558,2.0,Private
111414,2.0,Private
246987,4.0,Private
143110,5.0,Private
131489,3.0,Public
107473,4.0,Private
83550,5.0,Private
185698,4.0,Private
13774,4.0,Private
271503,1.0,Private
15465,1.0,Private
50646,5.0,Private
361288,5.0,Private
56356,4.0,Public
126217,5.0,Private
205052,5.0,Public
268977,3.0,Public
357638,1.0,Private
260928,1.0,Private
340801,2.0,Public
362276,4.0,Public
248429,5.0,Private
384269,4.0,Private
356380,5.0,Private
146298,5.0,Private
55800,2.0,Private
37229,5.0,Public
137979,1.0,Private
317145,5.0,Private
280105,5.0,Private
122358,1.0,Private
384011,5.0,Private
129437,2.0,Public
162886,5.0,Private
325562,5.0,Public
334087,5.0,Private
137422,5.0,Public
26078,3.0,Private
173570,3.0,Public
366095,5.0,Private
278840,3.0,Private
146106,4.0,Private
175485,4.0,Private
122867,4.0,Private
111853,3.0,Private
254268,5.0,Private
199498,5.0,Public
17371,4.0,Public
70009,4.0,Private
199714,2.0,Private
294576,5.0,Public
161173,4.0,Private
200769,2.0,Private
153609,4.0,Private
66602,2.0,Private
301078,4.0,Public
59180,1.0,Private
346245,3.0,Private
198217,1.0,Public
359785,5.0,Private
15815,4.0,Public
165654,3.0,Private
303357,3.0,Private
210743,5.0,Private
259918,4.0,Private
98983,4.0,Public
234999,5.0,Private
143252,5.0,Public
323525,4.0,Private
137878,5.0,Public
114406,2.0,Private
250870,5.0,Private
354675,5.0,Private
314313,1.0,Private
166912,1.0,Private
364972,5.0,Public
71140,3.0,Private
109656,2.0,Private
144482,5.0,Private
293515,5.0,Public
184194,5.0,Private
367406,1.0,Private
379323,5.0,Public
242609,4.0,Private
243564,3.0,Private
147701,1.0,Public
265786,5.0,Private
166819,4.0,Private
237448,5.0,Private
375359,4.0,Private
336111,3.0,Private
378587,3.0,Public
187712,5.0,Private
206644,5.0,Private
381611,5.0,Private
242553,1.0,Public
202534,4.0,Private
129788,4.0,Private
108959,4.0,Private
154159,2.0,Private
186359,4.0,Private
311792,4.0,Private
319626,2.0,Private
71356,4.0,Private
258500,1.0,Private
152462,5.0,Public
95582,5.0,Public
97416,2.0,Public
11399,4.0,Private
204072,2.0,Private
377559,4.0,Private
115753,2.0,Private
348534,2.0,Private
319440,5.0,Private
176816,2.0,Public
133093,2.0,Private
290041,5.0,Private
249993,2.0,Private
131437,3.0,Public
309958,1.0,Private
90390,4.0,Private
99386,5.0,Private
364477,5.0,Public
5095,4.0,Private
205130,3.0,Private
162651,3.0,Public
333167,5.0,Private
172646,5.0,Private
275557,3.0,Private
71932,3.0,Private
130224,3.0,Private
159718,4.0,Private
364264,3.0,Private
238225,2.0,Public
125582,4.0,Private
273599,3.0,Private
202154,2.0,Public
260443,5.0,Private
25203,5.0,Private
294784,1.0,Private
7814,3.0,Public
172585,5.0,Private
101916,3.0,Private
207805,4.0,Private
46372,5.0,Private
187100,3.0,Private
312800,5.0,Private
160402,3.0,Private
31092,4.0,Private
373153,1.0,Private
49635,3.0,Private
13282,3.0,Private
208760,3.0,Private
1847,2.0,Private
35575,5.0,Private
33720,5.0,Public
111430,3.0,Private
79207,5.0,Private
216263,2.0,Private
255094,5.0,Private
128021,5.0,Private
172865,3.0,Private
380992,1.0,Private
91516,5.0,Private
43688,3.0,Private
309573,5.0,Private
119240,4.0,Private
30194,5.0,Private
177273,4.0,Public
185,2.0,Private
275285,3.0,Public
200401,4.0,Public
362850,5.0,Public
339316,5.0,Public
133271,3.0,Private
328168,4.0,Public
220099,4.0,Public
335427,5.0,Private
119959,4.0,Private
340431,2.0,Public
192521,4.0,Public
218129,3.0,Private
2119,4.0,Private
117173,1.0,Public
236753,5.0,Public
348712,4.0,Public
195058,3.0,Private
116662,5.0,Public
297519,3.0,Public
352969,4.0,Private
340024,3.0,Private
382979,3.0,Public
154268,5.0,Private
177023,5.0,Private
35033,3.0,Public
181644,5.0,Private
141874,5.0,Public
128009,4.0,Private
141128,3.0,Private
194486,4.0,Private
194155,3.0,Private
308066,3.0,Private
376139,3.0,Public
263519,4.0,Private
96921,5.0,Private
315318,3.0,Private
273619,4.0,Private
229406,5.0,Public
111592,4.0,Public
291043,4.0,Private
123267,3.0,Private
114829,1.0,Public
105579,1.0,Public
19332,4.0,Public
93937,5.0,Private
354949,5.0,Private
286873,1.0,Public
257028,4.0,Private
257631,5.0,Private
70229,3.0,Private
96422,4.0,Private
304720,1.0,Private
129098,5.0,Private
47133,5.0,Public
31772,5.0,Private
261119,5.0,Private
78591,5.0,Private
153317,5.0,Public
236439,4.0,Public
137091,4.0,Public
59332,1.0,Private
216980,5.0,Private
361629,3.0,Private
211046,3.0,Private
348473,4.0,Private
324038,5.0,Public
358307,3.0,Public
60784,4.0,Private
131058,4.0,Private
370449,2.0,Private
311411,4.0,Public
215011,2.0,Private
325768,1.0,Private
256550,4.0,Public
4796,1.0,Public
384888,4.0,Private
385941,4.0,Public
258171,1.0,Private
30535,5.0,Private
286712,5.0,Public
306834,4.0,Private
375188,4.0,Public
183473,5.0,Public
222707,5.0,Public
260995,5.0,Private
9910,4.0,Private
387401,4.0,Private
186589,2.0,Public
301725,5.0,Private
206310,3.0,Private
125778,5.0,Private
281372,5.0,Private
306126,5.0,Public
330729,5.0,Private
117308,3.0,Public
56355,1.0,Public
297299,3.0,Private
281213,4.0,Public
12459,5.0,Private
280157,2.0,Private
56445,5.0,Public
121871,3.0,Private
364833,4.0,Public
185626,5.0,Private
306606,3.0,Public
8577,5.0,Public
282128,5.0,Private
8445,3.0,Private
48349,3.0,Private
357946,3.0,Public
310117,3.0,Private
225078,4.0,Private
115020,3.0,Private
227119,3.0,Private
13625,5.0,Private
271781,5.0,Private
111464,4.0,Public
152883,3.0,Private
301967,5.0,Private
77287,5.0,Private
139332,4.0,Public
216382,4.0,Private
226393,4.0,Private
165673,4.0,Private
97737,4.0,Private
355265,4.0,Public
129980,1.0,Public
332770,2.0,Private
23231,4.0,Public
48605,3.0,Private
201624,5.0,Private
90469,3.0,Public
260488,4.0,Private
278320,4.0,Private
321806,5.0,Private
364641,1.0,Private
176373,5.0,Public
255633,2.0,Private
254680,4.0,Private
154287,5.0,Public
14450,5.0,Public
380709,3.0,Private
22646,4.0,Public
221555,4.0,Private
52405,4.0,Public
226277,4.0,Private
95151,5.0,Private
333963,3.0,Private
357802,1.0,Private
78844,4.0,Private
70466,5.0,Public
279729,3.0,Private
330472,4.0,Private
300250,5.0,Private
284180,5.0,Private
180922,4.0,Public
307851,1.0,Private
293556,5.0,Private
195550,5.0,Private
341984,3.0,Private
8866,1.0,Private
167983,5.0,Private
73487,3.0,Private
20250,1.0,Private
159646,5.0,Private
146544,3.0,Private
146518,1.0,Public
327711,5.0,Private
196680,3.0,Private
332317,5.0,Private
353672,5.0,Private
329001,4.0,Private
119350,4.0,Public
164987,3.0,Private
293559,2.0,Private
135462,2.0,Private
350450,5.0,Private
82860,5.0,Private
96610,1.0,Public
354815,5.0,Public
12488,4.0,Private
291886,1.0,Private
273271,4.0,Private
244877,2.0,Public
99706,5.0,Private
281888,4.0,Private
323728,1.0,Public
97442,4.0,Public
66159,5.0,Private
90969,3.0,Public
129881,3.0,Private
207745,4.0,Private
128378,3.0,Private
34012,4.0,Public
118085,3.0,Private
278099,4.0,Public
188869,4.0,Private
159719,5.0,Private
43200,5.0,Public
54053,3.0,Public
13186,3.0,Public
200919,1.0,Private
250350,4.0,Private
63413,5.0,Public
292716,4.0,Private
336922,1.0,Public
127690,1.0,Private
136105,4.0,Private
274249,5.0,Private
97908,5.0,Private
282908,5.0,Public
334933,5.0,Private
160050,3.0,Public
104402,5.0,Private
103645,3.0,Private
40582,4.0,Private
167393,3.0,Public
23703,4.0,Public
35569,1.0,Private
267503,5.0,Private
374392,4.0,Public
219238,3.0,Private
18,5.0,Private
9628,3.0,Private
219300,1.0,Public
282363,5.0,Private
146625,3.0,Private
290797,3.0,Private
229672,1.0,Private
308993,5.0,Private
196626,5.0,Private
92430,4.0,Public
213894,5.0,Private
154765,2.0,Private
317304,3.0,Public
341784,4.0,Public
231499,4.0,Private
282391,2.0,Public
376551,3.0,Private
382606,3.0,Private
228858,5.0,Private
88311,4.0,Public
12053,4.0,Private
374770,3.0,Private
120697,2.0,Private
164342,4.0,Public
325944,3.0,Public
90086,5.0,Public
36950,5.0,Private
25534,4.0,Public
357003,4.0,Private
195396,5.0,Private
195849,5.0,Public
99688,4.0,Private
38049,2.0,Private
287060,5.0,Private
115709,3.0,Private
368657,4.0,Private
381593,5.0,Private
266251,4.0,Public
40600,5.0,Public
80505,5.0,Private
272492,2.0,Public
71422,1.0,Public
276655,5.0,Private
253749,5.0,Private
188611,3.0,Private
107511,3.0,Private
21724,5.0,Private
327785,1.0,Private
79776,5.0,Public
230346,5.0,Private
133192,3.0,Private
369225,4.0,Private
372520,3.0,Private
168160,3.0,Private
109071,5.0,Private
20696,3.0,Private
245196,4.0,Public
199843,3.0,Public
118595,5.0,Public
171606,4.0,Private
287591,5.0,Private
195171,2.0,Public
373013,2.0,Public
264069,1.0,Private
172298,2.0,Private
66519,5.0,Public
323731,4.0,Private
280590,2.0,Public
364711,1.0,Public
331605,5.0,Public
143419,3.0,Private
297858,1.0,Private
288378,3.0,Private
234151,2.0,Private
189922,5.0,Public
293657,4.0,Public
249485,1.0,Public
356844,5.0,Public
129767,4.0,Public
253393,5.0,Private
277995,4.0,Public
16135,4.0,Public
120945,5.0,Public
338807,4.0,Private
20174,3.0,Private
201305,5.0,Private
134382,1.0,Private
124700,3.0,Private
202852,4.0,Private
25742,3.0,Private
166211,5.0,Private
143212,1.0,Private
277184,4.0,Private
73078,1.0,Private
343881,3.0,Private
106620,4.0,Private
345386,2.0,Private
245552,3.0,Public
104006,4.0,Public
28768,1.0,Private
144396,4.0,Private
157150,3.0,Private
26643,4.0,Private
324339,3.0,Public
58719,5.0,Public
255335,5.0,Private
131316,4.0,Private
111356,5.0,Public
69803,3.0,Public
141801,2.0,Private
107721,5.0,Public
57386,2.0,Private
156425,4.0,Private
340141,3.0,Private
93520,3.0,Private
117529,5.0,Private
265467,5.0,Private
163018,5.0,Public
4275,3.0,Private
93239,3.0,Private
326004,5.0,Public
335319,5.0,Private
323222,4.0,Private
284535,2.0,Public
325147,4.0,Private
208667,4.0,Private
212506,2.0,Private
55673,5.0,Public
338029,2.0,Public
57815,4.0,Public
313250,2.0,Private
230784,3.0,Public
287637,3.0,Private
3496,5.0,Private
384413,5.0,Private
100000,2.0,Public
237753,4.0,Public
126235,5.0,Public
351061,1.0,Public
204430,5.0,Private
41049,2.0,Private
267564,3.0,Public
179691,5.0,Private
102636,2.0,Public
92366,2.0,Private
15708,5.0,Private
136293,1.0,Public
236185,5.0,Private
376156,5.0,Private
276977,3.0,Private
285368,4.0,Private
82894,3.0,Private
200897,4.0,Private
261776,4.0,Public
138075,5.0,Private
161510,1.0,Public
56250,5.0,Public
134482,4.0,Public
257285,5.0,Private
140935,4.0,Private
360847,3.0,Private
235259,5.0,Private
102731,4.0,Private
137716,1.0,Private
339717,4.0,Public
369472,5.0,Private
165498,3.0,Public
375808,3.0,Private
105964,5.0,Private
254606,4.0,Public
216141,2.0,Private
181497,3.0,Public
85367,5.0,Public
40581,4.0,Private
174244,5.0,Private
284990,5.0,Private
2653,4.0,Private
197655,5.0,Public
210718,2.0,Private
82659,4.0,Private
279722,1.0,Public
188096,5.0,Private
247245,5.0,Public
358748,5.0,Public
273564,4.0,Public
378418,5.0,Public
154616,3.0,Public
81412,4.0,Private
1693,5.0,Private
110912,5.0,Public
247904,5.0,Private
27540,3.0,Public
27109,4.0,Private
273597,2.0,Private
159209,3.0,Private
178625,3.0,Private
9137,5.0,Private
40350,5.0,Public
115332,5.0,Private
341967,4.0,Public
302060,5.0,Public
321446,4.0,Private
130774,5.0,Public
384330,4.0,Private
309264,5.0,Private
14160,4.0,Private
84859,3.0,Private
294447,5.0,Private
383800,1.0,Private
56544,5.0,Public
174650,4.0,Public
18374,4.0,Public
179007,4.0,Private
22699,2.0,Public
199661,5.0,Public
223827,3.0,Private
354459,5.0,Public
55642,4.0,Private
124649,5.0,Private
296062,2.0,Private
283031,2.0,Public
6987,5.0,Public
210292,5.0,Public
148691,3.0,Private
295341,3.0,Private
197606,5.0,Private
294281,5.0,Private
287936,5.0,Private
215725,4.0,Private
20703,3.0,Private
339703,5.0,Public
250264,4.0,Private
374753,5.0,Private
20800,4.0,Public
107456,4.0,Public
185639,3.0,Private
21404,5.0,Public
130939,5.0,Private
212985,2.0,Public
144572,1.0,Private
289196,5.0,Private
97645,3.0,Private
148517,3.0,Private
42171,5.0,Public
154177,3.0,Private
207161,5.0,Private
204755,3.0,Private
380424,3.0,Public
314614,5.0,Private
344842,4.0,Private
295537,1.0,Private
163034,2.0,Private
277817,5.0,Public
68290,4.0,Private
205415,4.0,Private
384600,5.0,Public
294445,3.0,Public
224273,5.0,Public
178534,5.0,Private
365909,4.0,Private
121445,2.0,Private
260146,3.0,Private
251903,2.0,Public
178084,1.0,Private
131370,3.0,Public
138754,5.0,Public
366386,5.0,Private
296979,5.0,Private
49305,2.0,Private
356412,3.0,Private
17192,3.0,Private
196839,3.0,Public
26860,5.0,Private
334102,3.0,Private
287690,5.0,Private
79839,5.0,Public
71283,3.0,Private
174611,4.0,Private
286867,4.0,Private
144922,3.0,Private
359646,2.0,Private
206197,1.0,Private
275180,5.0,Private
136054,3.0,Private
228131,4.0,Private
43879,3.0,Private
57258,3.0,Public
28177,4.0,Public
385651,2.0,Private
64674,1.0,Private
254885,5.0,Public
385781,3.0,Public
365176,5.0,Private
92010,5.0,Private
299015,5.0,Public
315589,3.0,Public
8962,5.0,Private
378724,4.0,Private
278073,4.0,Public
285473,4.0,Private
341826,5.0,Private
283604,3.0,Private
129439,4.0,Private
256885,4.0,Public
252210,5.0,Private
20536,1.0,Private
63952,3.0,Private
175729,3.0,Private
174643,1.0,Private
156624,5.0,Private
226140,3.0,Public
55333,3.0,Public
43469,1.0,Private
170229,4.0,Private
68595,5.0,Private
158855,4.0,Private
107040,2.0,Private
358539,4.0,Private
57816,4.0,Public
75133,1.0,Private
335418,2.0,Private
294314,5.0,Private
266231,3.0,Private
342006,5.0,Public
20077,5.0,Private
208239,4.0,Private
68104,4.0,Public
82846,4.0,Private
332650,2.0,Public
151024,5.0,Private
303655,5.0,Public
235610,3.0,Private
104542,3.0,Private
32942,5.0,Private
78287,5.0,Private
374037,3.0,Private
176113,4.0,Private
287901,3.0,Private
97313,1.0,Private
237371,5.0,Private
327914,2.0,Private
148764,1.0,Private
228278,5.0,Private
365303,3.0,Public
182566,3.0,Private
221569,5.0,Public
125179,3.0,Private
325301,5.0,Private
188176,5.0,Private
106901,2.0,Private
61274,5.0,Private
147213,1.0,Private
55016,5.0,Private
191792,2.0,Private
185060,4.0,Public
3796,1.0,Public
237111,3.0,Private
331962,5.0,Private
28274,5.0,Public
296552,3.0,Public
19716,1.0,Private
51834,5.0,Private
201120,5.0,Private
279950,5.0,Private
378045,4.0,Private
186360,5.0,Public
31572,5.0,Public
60649,1.0,Public
105128,4.0,Public
313810,5.0,Private
219974,3.0,Public
10771,3.0,Private
365745,1.0,Private
334016,4.0,Private
8281,2.0,Private
24114,4.0,Public
326747,5.0,Public
192758,5.0,Private
206381,5.0,Private
6549,4.0,Public
349672,4.0,Public
1731,5.0,Public
298322,3.0,Private
186135,5.0,Private
113039,5.0,Public
14390,3.0,Private
1745,5.0,Private
219139,4.0,Public
346995,4.0,Public
347902,1.0,Public
359930,3.0,Private
175981,5.0,Private
240618,2.0,Public
126108,3.0,Private
61166,4.0,Private
5508,5.0,Private
353656,2.0,Private
34362,2.0,Private
282806,2.0,Private
200638,5.0,Public
267101,3.0,Private
212466,2.0,Private
16762,5.0,Private
233588,4.0,Public
377779,5.0,Private
217935,3.0,Private
315857,4.0,Private
106697,5.0,Private
49813,5.0,Private
144783,4.0,Private
87518,3.0,Private
133978,4.0,Private
382162,4.0,Public
193810,4.0,Public
145974,3.0,Private
266321,4.0,Private
300099,2.0,Private
185393,5.0,Private
307012,5.0,Private
227880,2.0,Private
55565,5.0,Private
93506,4.0,Private
238271,5.0,Private
154875,4.0,Public
244847,3.0,Private
299128,4.0,Public
218010,5.0,Public
174382,1.0,Public
171885,1.0,Private
4404,4.0,Public
219118,1.0,Private
103699,5.0,Private
225261,4.0,Private
213560,2.0,Private
355071,5.0,Private
167122,4.0,Private
340682,5.0,Private
268690,4.0,Private
57330,3.0,Private
269495,3.0,Public
204309,4.0,Private
374017,5.0,Private
241205,5.0,Public
88681,1.0,Private
10150,4.0,Private
204869,4.0,Private
332359,1.0,Private
376763,3.0,Private
116962,1.0,Private
212535,2.0,Private
240252,1.0,Private
46617,5.0,Private
38117,4.0,Private
291932,5.0,Private
192143,2.0,Private
25000,4.0,Private
362354,1.0,Private
200394,3.0,Private
292957,1.0,Private
23968,3.0,Private
25150,5.0,Public
160208,1.0,Public
184717,4.0,Private
330305,2.0,Public
298579,4.0,Public
149185,5.0,Private
223100,5.0,Private
77248,5.0,Private
333503,1.0,Private
73971,5.0,Private
353027,2.0,Private
303288,3.0,Private
245603,5.0,Private
336492,4.0,Public
24010,5.0,Private
357837,5.0,Private
373221,5.0,Private
138634,4.0,Private
348917,3.0,Public
152751,5.0,Public
221281,5.0,Private
260717,2.0,Private
320609,5.0,Private
95016,5.0,Public
18351,5.0,Private
116029,5.0,Private
142802,4.0,Private
165737,5.0,Private
271102,1.0,Private
75460,5.0,Private
31499,5.0,Private
185377,4.0,Private
275952,4.0,Private
170967,2.0,Private
276123,5.0,Private
164196,2.0,Public
242143,4.0,Public
139905,5.0,Private
234582,5.0,Private
69491,5.0,Public
279297,5.0,Private
164024,5.0,Public
28048,4.0,Public
271028,5.0,Public
131831,2.0,Private
120307,5.0,Private
2983,5.0,Private
83881,3.0,Public
315013,5.0,Private
266980,5.0,Private
101154,4.0,Public
336864,5.0,Private
257849,4.0,Private
80719,5.0,Private
360889,3.0,Private
353009,5.0,Private
225294,3.0,Private
162998,5.0,Private
103509,5.0,Private
354476,4.0,Private
293912,4.0,Private
104734,4.0,Public
345674,5.0,Private
173322,5.0,Public
225522,4.0,Private
353191,5.0,Private
5279,5.0,Private
138091,5.0,Private
336547,2.0,Private
145030,5.0,Public
315012,5.0,Private
177570,4.0,Private
324074,4.0,Public
221833,5.0,Private
171515,2.0,Public
259703,5.0,Private
174438,1.0,Public
149973,5.0,Private
192912,3.0,Private
70312,1.0,Private
146062,5.0,Private
384007,3.0,Private
144307,1.0,Public
76808,2.0,Private
359654,5.0,Private
54377,3.0,Public
343257,5.0,Private
131201,5.0,Private
249226,3.0,Public
285699,5.0,Public
96816,3.0,Private
71373,5.0,Private
42828,3.0,Private
111234,5.0,Private
128524,5.0,Private
195332,2.0,Private
80415,4.0,Private
295957,5.0,Public
146216,3.0,Private
205696,4.0,Public
373288,5.0,Public
315559,4.0,Private
150165,3.0,Private
244501,4.0,Private
320043,1.0,Private
260537,2.0,Public
320983,1.0,Public
342553,3.0,Private
286102,5.0,Private
182245,5.0,Private
87368,5.0,Private
92655,3.0,Private
80922,5.0,Private
365027,2.0,Private
100790,5.0,Public
321571,3.0,Public
64082,3.0,Private
264393,4.0,Public
183831,2.0,Private
239282,2.0,Private
364978,2.0,Private
331125,3.0,Public
312848,5.0,Private
255497,5.0,Public
82942,5.0,Public
4654,3.0,Private
274359,3.0,Public
50385,5.0,Public
249613,4.0,Private
136994,4.0,Private
151539,4.0,Private
345216,5.0,Private
85201,4.0,Private
79194,2.0,Private
88006,5.0,Public
25621,2.0,Private
338276,5.0,Private
231018,5.0,Private
333984,3.0,Public
157424,2.0,Private
150633,5.0,Private
318502,4.0,Public
297134,5.0,Private
368696,5.0,Private
227586,4.0,Private
173904,1.0,Private
51802,4.0,Public
21514,2.0,Public
379869,4.0,Private
66701,4.0,Private
7346,5.0,Private
181792,4.0,Private
10045,5.0,Private
128740,4.0,Private
93822,4.0,Private
373909,3.0,Private
157555,4.0,Public
322820,4.0,Private
251084,2.0,Private
228096,5.0,Private
237618,1.0,Private
227374,5.0,Private
379629,5.0,Private
119091,2.0,Public
92651,4.0,Private
4436,3.0,Private
198445,1.0,Public
36172,4.0,Private
283207,5.0,Private
217171,5.0,Private
226133,5.0,Private
22764,5.0,Public
248810,5.0,Private
163952,4.0,Private
13993,2.0,Public
360897,1.0,Private
359553,5.0,Public
254773,5.0,Private
26421,4.0,Private
41230,4.0,Private
280581,3.0,Private
363094,3.0,Private
344589,5.0,Public
324967,2.0,Private
71718,4.0,Private
117661,2.0,Private
60068,4.0,Public
190326,3.0,Private
387448,3.0,Private
89803,5.0,Public
141933,5.0,Public
288959,3.0,Private
240241,3.0,Private
359492,4.0,Private
301217,3.0,Private
224595,3.0,Private
306234,4.0,Private
283158,4.0,Public
239865,5.0,Private
232740,5.0,Public
69601,2.0,Public
205610,5.0,Public
91581,5.0,Private
319085,3.0,Private
26975,5.0,Public
84336,5.0,Private
349298,5.0,Private
199941,3.0,Public
96173,4.0,Public
48659,4.0,Public
314045,5.0,Private
172489,4.0,Private
279673,3.0,Public
269313,1.0,Private
302704,4.0,Public
112660,4.0,Public
36501,5.0,Private
35617,1.0,Private
109322,5.0,Public
357140,5.0,Private
123759,5.0,Private
345616,5.0,Public
261266,4.0,Public
319295,3.0,Private
238949,4.0,Public
141290,5.0,Private
20436,5.0,Public
129922,4.0,Private
139742,5.0,Private
62295,4.0,Public
250270,1.0,Private
24673,5.0,Private
312422,3.0,Private
146968,5.0,Private
38888,3.0,Public
259815,1.0,Private
116733,2.0,Public
138363,5.0,Private
127237,3.0,Private
344352,2.0,Private
271059,5.0,Private
317979,2.0,Private
49772,2.0,Public
48709,5.0,Private
225790,2.0,Public
230964,5.0,Private
308807,4.0,Public
97650,1.0,Public
185862,1.0,Public
139650,4.0,Private
172417,4.0,Public
353378,5.0,Private
114831,5.0,Private
115881,4.0,Public
342543,3.0,Private
321830,3.0,Private
331708,3.0,Public
151341,4.0,Private
239401,1.0,Private
216196,3.0,Private
186022,2.0,Public
375404,4.0,Private
44296,4.0,Private
377434,5.0,Private
196656,4.0,Public
152056,4.0,Private
90119,2.0,Public
52385,4.0,Private
57402,1.0,Public
7816,5.0,Private
179155,2.0,Public
39378,5.0,Private
306458,5.0,Private
315246,1.0,Private
32697,3.0,Public
357519,4.0,Public
119384,2.0,Public
147495,4.0,Private
38528,5.0,Public
234832,2.0,Private
249660,3.0,Private
303867,4.0,Private
229532,1.0,Private
59649,5.0,Private
291908,1.0,Private
118406,4.0,Public
162441,5.0,Private
48093,1.0,Public
138332,2.0,Private
322400,5.0,Private
67852,5.0,Public
326290,4.0,Public
72190,4.0,Private
110048,1.0,Public
357739,5.0,Private
44215,3.0,Private
166592,2.0,Private
1727,4.0,Private
149716,2.0,Private
277156,5.0,Private
109764,4.0,Private
229170,5.0,Public
133371,4.0,Private
85442,3.0,Public
275582,5.0,Private
334421,5.0,Private
103377,1.0,Private
364078,4.0,Public
65991,1.0,Private
250920,4.0,Public
72477,2.0,Public
280166,5.0,Private
91088,5.0,Private
252958,5.0,Private
16988,5.0,Private
175747,4.0,Private
338708,4.0,Private
348177,2.0,Private
218052,1.0,Private
230880,5.0,Private
264702,3.0,Public
134068,5.0,Private
273073,3.0,Private
198592,1.0,Private
18864,5.0,Public
229721,4.0,Public
9925,4.0,Public
51672,3.0,Private
182940,5.0,Private
181979,1.0,Private
126750,2.0,Private
137939,4.0,Private
235246,4.0,Public
382530,3.0,Private
338263,4.0,Private
260253,4.0,Public
32945,3.0,Public
163094,5.0,Private
382039,1.0,Private
166400,5.0,Public
66837,4.0,Private
38978,4.0,Public
280381,3.0,Private
90101,5.0,Private
60157,4.0,Public
363924,5.0,Private
50600,4.0,Private
190828,4.0,Private
84630,1.0,Private
174474,4.0,Private
56381,1.0,Private
33036,4.0,Public
180057,4.0,Public
66781,4.0,Public
191984,5.0,Private
148158,3.0,Private
194531,4.0,Private
18337,1.0,Public
231674,5.0,Public
337393,1.0,Private
230318,1.0,Private
85212,4.0,Public
59625,5.0,Public
222523,3.0,Public
242240,4.0,Public
213513,1.0,Public
92445,5.0,Private
138212,2.0,Public
129089,3.0,Public
188231,2.0,Private
147031,1.0,Private
242958,1.0,Private
378725,2.0,Private
36036,2.0,Private
58875,5.0,Public
139103,2.0,Public
216653,2.0,Private
82320,5.0,Private
82876,3.0,Private
65468,5.0,Public
259369,4.0,Private
116219,3.0,Private
285067,3.0,Private
49657,4.0,Public
50793,5.0,Private
229542,5.0,Public
250868,2.0,Public
103625,4.0,Public
178250,3.0,Private
164153,3.0,Private
369399,1.0,Public
319515,3.0,Public
233074,5.0,Private
66522,5.0,Private
51651,4.0,Public
366973,5.0,Private
202233,5.0,Private
190142,1.0,Private
120362,5.0,Private
379936,2.0,Private
285336,2.0,Public
331585,5.0,Private
131685,1.0,Private
302097,3.0,Private
321306,2.0,Private
92298,5.0,Private
49604,4.0,Private
300591,3.0,Private
386609,5.0,Private
84936,4.0,Private
198690,1.0,Public
154666,5.0,Private
86490,3.0,Public
323581,4.0,Private
195177,3.0,Private
265350,5.0,Private
338608,5.0,Private
354069,5.0,Private
140969,5.0,Public
3319,4.0,Public
236365,3.0,Public
340181,4.0,Public
91234,5.0,Private
88729,5.0,Private
227512,5.0,Public
250294,5.0,Private
331731,4.0,Private
167262,4.0,Private
127951,1.0,Public
376497,3.0,Private
337003,4.0,Private
354062,3.0,Private
72236,4.0,Private
306772,5.0,Private
206451,4.0,Private
232089,4.0,Public
161154,5.0,Private
68898,4.0,Private
217034,2.0,Private
267094,3.0,Private
35847,5.0,Private
28434,3.0,Private
341901,4.0,Private
263204,1.0,Private
333880,2.0,Private
307806,3.0,Private
18830,5.0,Private
77124,4.0,Public
376756,4.0,Public
375214,5.0,Private
249264,5.0,Private
69577,5.0,Private
369672,5.0,Private
151807,3.0,Private
199166,3.0,Private
252663,3.0,Public
236517,4.0,Private
190219,5.0,Public
384141,3.0,Public
143434,4.0,Private
149360,4.0,Public
238957,5.0,Public
319799,4.0,Private
159863,5.0,Public
48387,3.0,Private
161541,5.0,Private
224212,5.0,Public
144386,1.0,Private
315585,5.0,Private
202386,1.0,Private
184134,4.0,Private
1312,4.0,Public
138354,4.0,Private
148377,1.0,Public
346486,2.0,Private
144098,3.0,Private
328019,5.0,Private
